RefDes,Layer,LocationX,LocationY,Rotation
C1,Bottom,0.963,0.675,90
F1,Bottom,0.200,0.200,0
F2,Bottom,0.950,1.050,0
JP1,Bottom,0.700,0.825,0
LED1,Bottom,1.137,0.938,180
R1,Bottom,1.137,0.825,180
R8,Bottom,0.950,0.425,0
R9,Bottom,0.500,0.550,90
U3,Bottom,0.738,0.275,90
