RefDes,Layer,LocationX,LocationY,Rotation
C1,Bottom,0.550,0.487,180
C2,Bottom,0.550,0.300,0
F1,Top,0.525,0.212,0
F2,Bottom,0.850,0.250,0
F3,Top,0.250,0.500,0
F4,Bottom,0.250,0.500,0
LED1,Top,0.787,0.150,90
R1,Bottom,0.550,0.400,0
R2,Bottom,0.787,0.150,0
R8,Bottom,0.550,0.200,180
R9,Bottom,0.525,0.100,180
U2,Top,0.562,0.438,270
