RefDes,Layer,LocationX,LocationY,Rotation
12-C1,Bottom,0.650,0.537,0
12-F1,Bottom,0.225,0.250,0
12-F2,Bottom,0.950,0.900,0
12-JP1,Bottom,0.700,0.825,0
12-LED1,Bottom,1.100,0.750,180
12-R1,Bottom,1.100,0.575,180
12-R2,Bottom,0.250,0.700,180
12-R3,Bottom,0.250,0.500,180
12-R4,Bottom,0.250,0.800,180
12-R5,Bottom,0.250,0.600,180
12-R6,Bottom,0.250,0.900,180
12-R8,Bottom,0.450,0.550,270
12-R9,Bottom,0.838,0.525,270
12-U3,Bottom,0.650,0.450,270
